security_key,number,code,name,allotment_result_date,ballot_applications_total_raw,ballot_applications_a_raw,ballot_applications_b_raw,ballot_applications_other_raw,ballot_valid_applications_total_raw,ballot_valid_applications_a_raw,ballot_valid_applications_b_raw,ballot_valid_applications_other_raw,ballot_subscription_total_raw,ballot_subscription_a_raw,ballot_subscription_b_raw,ballot_subscription_other_raw,ballot_success_total_raw,ballot_success_a_raw,ballot_success_b_raw,ballot_success_other_raw,public_subscription_multiple,one_lot_success_rate_pct_input,industry,sub_industry,one_lot_success_rate,issuer_name,source_files
2543.HK,108,2543.HK,大行科工,2025-09-08,223909.0,206523.0,17386.0,0.0,27975.0,7015.0,20960.0,0.0,7903.6932,3834.8832,4068.81,0.0,41.0,32.0,9.0,0.0,7558.4,0.02,非必需性消费,非日常生活消费品,0.0002,大行科工,港股IPO打新中签结果.csv
2545.HK,204,2545.HK,中赣通信,2024-07-02,14245.0,14115.0,130.0,0.0,33565.0,15265.0,18300.0,0.0,12664.8269,12534.8269,130.0,0.0,1053.0,57.0,996.0,0.0,195.99,70.01,电讯业,通讯业务,0.7001000000000001,中赣通信,港股IPO打新中签结果.csv
2546.HK,65,2546.HK,智汇矿业,2025-12-18,177542.0,160873.0,16669.0,0.0,33713.0,6115.0,27598.0,0.0,12569.436,6338.5442,6230.8918,0.0,40.0,32.0,8.0,0.0,5248.15,1.0,原材料业,原材料,0.01,智汇矿业,港股IPO打新中签结果.csv
2549.HK,190,2549.HK,卡罗特,2024-09-30,56802.0,50883.0,5919.0,0.0,53241.0,8455.0,44786.0,0.0,34849.1495,28930.1495,5919.0,0.0,160.0,65.0,95.0,0.0,1347.27,15.0,非必需性消费,非日常生活消费品,0.15,卡罗特,港股IPO打新中签结果.csv
2550.HK,213,2550.HK,宜搜科技,2024-06-06,9239.0,9189.0,50.0,0.0,11335.0,8455.0,2880.0,0.0,1828.2263,1778.2263,50.0,0.0,123.0,46.0,77.0,0.0,114.59,10.02,非必需性消费,信息技术,0.1002,宜搜科技,港股IPO打新中签结果.csv
2551.HK,181,2551.HK,晶科电子股份,2024-11-07,61975.0,54157.0,7818.0,0.0,15495.0,10915.0,4580.0,0.0,15229.3162,7424.3162,7805.0,0.0,42.0,39.0,3.0,0.0,5677.83,0.24,工业,信息技术,0.0024,晶科电子股份,港股IPO打新中签结果.csv
2555.HK,223,2555.HK,茶百道,2024-04-22,4593.0,4589.0,4.0,0.0,9315.0,2815.0,6500.0,0.0,4593.0,4589.0,4.0,0.0,9315.0,2815.0,6500.0,0.0,0.5,100.0,必需性消费,非日常生活消费品,1.0,茶百道,港股IPO打新中签结果.csv
2556.HK,220,2556.HK,迈富时,2024-05-14,2576.0,2565.0,11.0,0.0,5855.0,4655.0,1200.0,0.0,1797.0872,1786.0872,11.0,0.0,511.0,241.0,270.0,0.0,5.95,55.04,资讯科技业,信息技术,0.5504,迈富时,港股IPO打新中签结果.csv
2559.HK,207,2559.HK,嘀嗒出行,2024-06-27,19815.0,19628.0,187.0,0.0,24964.0,6855.0,18109.0,0.0,7924.278,7737.278,187.0,0.0,1163.0,199.0,964.0,0.0,112.9,10.0,非必需性消费,信息技术,0.1,嘀嗒出行,港股IPO打新中签结果.csv
2560.HK,163,2560.HK,海螺材料科技,2025-01-08,11856.0,11839.0,17.0,0.0,18364.0,6115.0,12249.0,0.0,9681.8,9664.8,17.0,0.0,5809.0,207.0,5602.0,0.0,25.83,70.0,原材料业,原材料,0.7,海螺材料科技,港股IPO打新中签结果.csv
2561.HK,154,2561.HK,维昇药业-B,2025-03-20,22345.0,22138.0,207.0,0.0,32065.0,2715.0,29350.0,0.0,7497.9614,7290.9614,207.0,0.0,2109.0,165.0,1944.0,0.0,72.64,6.27,医疗保健业,医疗保健,0.06269999999999999,维昇药业-B,港股IPO打新中签结果.csv
2563.HK,183,2563.HK,华昊中天医药-B,2024-10-30,7175.0,7149.0,26.0,0.0,17015.0,4765.0,12250.0,0.0,1970.6857,1944.6857,26.0,0.0,1457.0,177.0,1280.0,0.0,21.45,4.45,医疗保健业,医疗保健,0.044500000000000005,华昊中天医药-B,港股IPO打新中签结果.csv
2565.HK,140,2565.HK,派格生物医药-B,2025-05-26,49627.0,48276.0,1351.0,0.0,18383.0,3255.0,15128.0,0.0,10415.9861,9064.9861,1351.0,0.0,124.0,33.0,91.0,0.0,743.78,8.0,医疗保健业,医疗保健,0.08,派格生物医药-B,港股IPO打新中签结果.csv
2566.HK,177,2566.HK,九源基因,2024-11-27,30759.0,28214.0,2545.0,0.0,64865.0,9265.0,55600.0,0.0,21275.3921,18730.3921,2545.0,0.0,396.0,89.0,307.0,0.0,675.83,20.01,医疗保健业,医疗保健,0.20010000000000003,九源基因,港股IPO打新中签结果.csv
2567.HK,187,2567.HK,七牛智能,2024-10-15,15747.0,15719.0,28.0,0.0,34102.0,6115.0,27987.0,0.0,14402.0,14374.0,28.0,0.0,7449.0,143.0,7306.0,0.0,19.87,80.0,资讯科技业,信息技术,0.8,七牛智能,港股IPO打新中签结果.csv
2569.HK,152,2569.HK,舒宝国际,2025-03-26,19843.0,19731.0,112.0,0.0,16955.0,8455.0,8500.0,0.0,10958.4528,10846.4528,112.0,0.0,486.0,48.0,438.0,0.0,167.09,30.01,必需性消费,非日常生活消费品,0.30010000000000003,舒宝国际,港股IPO打新中签结果.csv
2570.HK,174,2570.HK,重塑能源,2024-12-05,2411.0,2408.0,3.0,0.0,12065.0,3565.0,8500.0,0.0,1875.0121,1872.0121,3.0,0.0,10388.0,1888.0,8500.0,0.0,1.55,56.81,工业,信息技术,0.5681,重塑能源,港股IPO打新中签结果.csv
2571.HK,158,2571.HK,赛目科技,2025-01-14,4565.0,4561.0,4.0,0.0,9265.0,6015.0,3250.0,0.0,4565.0,4561.0,4.0,0.0,3789.0,539.0,3250.0,0.0,2.66,100.0,资讯科技业,信息技术,1.0,赛目科技,港股IPO打新中签结果.csv
2573.HK,136,2573.HK,新琪安,2025-06-09,21482.0,21319.0,163.0,0.0,21676.0,14030.0,7646.0,0.0,21482.0,21319.0,163.0,0.0,151.0,44.0,107.0,0.0,149.37,10.0,必需性消费,日常消费品,0.1,新琪安,港股IPO打新中签结果.csv
2575.HK,96,2575.HK,轩竹生物-B,2025-10-14,376021.0,356505.0,19516.0,0.0,25988.0,3255.0,22733.0,0.0,15197.5142,7234.8614,7962.6528,0.0,40.0,31.0,9.0,0.0,4908.33,1.0,医疗保健业,医疗保健,0.01,轩竹生物-B,港股IPO打新中签结果.csv
2576.HK,189,2576.HK,太美医疗科技,2024-10-07,25455.0,25269.0,186.0,0.0,41619.0,9265.0,32354.0,0.0,7800.2975,7614.2975,186.0,0.0,2501.0,233.0,2268.0,0.0,156.33,2.69,资讯科技业,信息技术,0.0269,太美医疗科技,港股IPO打新中签结果.csv
2577.HK,167,2577.HK,英诺赛科,2024-12-27,6105.0,6095.0,10.0,0.0,23115.0,6115.0,17000.0,0.0,5531.8867,5521.8867,10.0,0.0,13354.0,918.0,12436.0,0.0,2.87,80.01,资讯科技业,信息技术,0.8001,英诺赛科,港股IPO打新中签结果.csv
2579.HK,80,2579.HK,中伟新材,2025-11-16,40241.0,39925.0,316.0,0.0,81071.0,3015.0,78056.0,0.0,13791.2832,13475.2832,316.0,0.0,2871.0,80.0,2791.0,0.0,27.9,10.0,原材料业,原材料,0.1,中伟新材,港股IPO打新中签结果.csv
2580.HK,109,2580.HK,奥克斯电气,2025-09-01,153533.0,147381.0,6152.0,0.0,100910.0,4015.0,96895.0,0.0,77933.8104,71781.8104,6152.0,0.0,1036.0,85.0,951.0,0.0,557.2,10.0,非必需性消费,非日常生活消费品,0.1,奥克斯电气,港股IPO打新中签结果.csv
2581.HK,62,2581.HK,明基医院,2025-12-19,9291.0,9275.0,16.0,0.0,23155.0,3255.0,19900.0,0.0,5353.2334,5337.2334,16.0,0.0,4434.0,127.0,4307.0,0.0,6.28,50.01,医疗保健业,医疗保健,0.5001,明基医院,港股IPO打新中签结果.csv
2582.HK,179,2582.HK,国富氢能,2024-11-14,5904.0,5868.0,36.0,0.0,13815.0,3915.0,9900.0,0.0,2428.8435,2392.8435,36.0,0.0,981.0,84.0,897.0,0.0,21.07,15.03,工业,工业,0.1503,国富氢能,港股IPO打新中签结果.csv
2583.HK,101,2583.HK,西普尼,2025-09-29,160901.0,156291.0,4610.0,0.0,20415.0,6115.0,14300.0,0.0,9547.7769,5380.3769,4167.4,0.0,36.0,32.0,4.0,0.0,2505.9,1.0,非必需性消费,非日常生活消费品,0.01,西普尼,港股IPO打新中签结果.csv
2585.HK,176,2585.HK,梦金园,2024-11-28,8591.0,8553.0,38.0,0.0,57254.0,5515.0,51739.0,0.0,3718.0331,3680.0331,38.0,0.0,8266.0,390.0,7876.0,0.0,20.58,7.66,非必需性消费,非日常生活消费品,0.0766,梦金园,港股IPO打新中签结果.csv
2586.HK,175,2586.HK,多点数智,2024-12-05,2988.0,2984.0,4.0,0.0,12209.0,6209.0,6000.0,0.0,2988.0,2984.0,4.0,0.0,7502.0,1502.0,6000.0,0.0,1.94,100.0,资讯科技业,通讯业务,1.0,多点数智,港股IPO打新中签结果.csv
2587.HK,168,2587.HK,健康之路,2024-12-27,4889.0,4869.0,20.0,0.0,17555.0,6655.0,10900.0,0.0,3224.6702,3204.6702,20.0,0.0,1253.0,40.0,1213.0,0.0,34.42,50.0,医疗保健业,信息技术,0.5,健康之路,港股IPO打新中签结果.csv
2589.HK,146,2589.HK,沪上阿姨,2025-05-07,127637.0,119494.0,8143.0,0.0,23834.0,7315.0,16519.0,0.0,28173.4085,20030.4085,8143.0,0.0,51.0,36.0,15.0,0.0,3616.83,10.0,必需性消费,日常消费品,0.1,沪上阿姨,港股IPO打新中签结果.csv
2590.HK,117,2590.HK,极智嘉-W,2025-07-08,94292.0,92816.0,1476.0,0.0,185103.0,4015.0,181088.0,0.0,39484.6039,38008.6039,1476.0,0.0,6235.0,171.0,6064.0,0.0,133.62,4.26,资讯科技业,工业,0.0426,极智嘉-W,港股IPO打新中签结果.csv
2591.HK,113,2591.HK,银诺医药-B,2025-08-14,256072.0,233412.0,22660.0,0.0,60154.0,4015.0,56139.0,0.0,18297.0722,8894.0984,9402.9738,0.0,40.0,28.0,12.0,0.0,5341.66,0.5,医疗保健业,医疗保健,0.005,银诺医药-B,港股IPO打新中签结果.csv
2592.HK,123,2592.HK,拨康视云-B,2025-07-02,29007.0,28794.0,213.0,0.0,22313.0,3255.0,19058.0,0.0,7403.372,7190.372,213.0,0.0,741.0,59.0,682.0,0.0,78.78,5.0,医疗保健业,医疗保健,0.05,拨康视云-B,港股IPO打新中签结果.csv
2593.HK,172,2593.HK,草姬集团,2024-12-18,55863.0,48647.0,7216.0,0.0,18323.0,10990.0,7333.0,0.0,17045.2892,9829.2892,7216.0,0.0,40.0,36.0,4.0,0.0,6083.63,3.0,医疗保健业,医疗保健,0.03,草姬集团,港股IPO打新中签结果.csv
2595.HK,105,2595.HK,劲方医药-B,2025-09-18,257876.0,235959.0,21917.0,0.0,100415.0,4765.0,95650.0,0.0,30830.1904,18867.2904,11962.9,0.0,53.0,29.0,24.0,0.0,2662.79,0.08,医疗保健业,医疗保健,0.0008,劲方医药-B,港股IPO打新中签结果.csv
2596.HK,160,2596.HK,宜宾银行,2025-01-10,2352.0,2352.0,0.0,0.0,2615.0,2615.0,0.0,0.0,2352.0,2352.0,0.0,0.0,2615.0,2615.0,0.0,0.0,0.21,100.0,金融业,金融,1.0,宜宾银行,港股IPO打新中签结果.csv
2597.HK,118,2597.HK,讯众通信,2025-07-08,9119.0,9104.0,15.0,0.0,10155.0,3255.0,6900.0,0.0,2912.4009,2897.4009,15.0,0.0,1382.0,41.0,1341.0,0.0,12.79,20.01,电讯业,信息技术,0.20010000000000003,讯众通信,港股IPO打新中签结果.csv
2598.HK,225,2598.HK,连连数字,2024-03-27,10112.0,10081.0,31.0,0.0,19651.0,5459.0,14192.0,0.0,10112.0,10081.0,31.0,0.0,7094.0,304.0,6790.0,0.0,16.94,100.0,金融业,金融,1.0,连连数字,港股IPO打新中签结果.csv
2603.HK,141,2603.HK,吉宏股份,2025-05-26,18521.0,18304.0,217.0,0.0,37046.0,3255.0,33791.0,0.0,11937.0362,11720.0362,217.0,0.0,2131.0,121.0,2010.0,0.0,49.39,50.0,非必需性消费,非日常生活消费品,0.5,吉宏股份,港股IPO打新中签结果.csv
2605.HK,137,2605.HK,元光科技,2025-06-09,32176.0,31844.0,332.0,0.0,23972.0,8115.0,15857.0,0.0,15745.2986,15413.2986,332.0,0.0,372.0,34.0,338.0,0.0,274.44,45.0,非必需性消费,通讯业务,0.45,元光科技,港股IPO打新中签结果.csv
2609.HK,133,2609.HK,佰泽医疗,2025-06-20,24054.0,23950.0,104.0,0.0,38707.0,3865.0,34842.0,0.0,9659.125,9555.125,104.0,0.0,1739.0,78.0,1661.0,0.0,25.92,20.0,医疗保健业,医疗保健,0.2,佰泽医疗,港股IPO打新中签结果.csv
2610.HK,153,2610.HK,南山铝业国际,2025-03-24,12791.0,12760.0,31.0,0.0,43115.0,6115.0,37000.0,0.0,12791.0,12760.0,31.0,0.0,13347.0,601.0,12746.0,0.0,3.89,100.0,原材料业,原材料,1.0,南山铝业国际,港股IPO打新中签结果.csv
2613.HK,164,2613.HK,汇舸环保,2025-01-08,12389.0,12351.0,38.0,0.0,20115.0,6115.0,14000.0,0.0,7754.7891,7716.7891,38.0,0.0,1409.0,45.0,1364.0,0.0,55.33,40.01,工业,工业,0.40009999999999996,汇舸环保,港股IPO打新中签结果.csv
2617.HK,134,2617.HK,药捷安康-B,2025-06-20,135427.0,130077.0,5350.0,0.0,21566.0,7910.0,13656.0,0.0,135427.0,130077.0,5350.0,0.0,39.0,33.0,6.0,0.0,3419.87,0.8,医疗保健业,医疗保健,0.008,药捷安康-B,港股IPO打新中签结果.csv
2619.HK,130,2619.HK,香江电器,2025-06-24,48554.0,46894.0,1660.0,0.0,18526.0,6115.0,12411.0,0.0,16589.9244,14929.9244,1660.0,0.0,94.0,35.0,59.0,0.0,852.38,10.0,非必需性消费,非日常生活消费品,0.1,香江电器,港股IPO打新中签结果.csv
2621.HK,139,2621.HK,手回集团,2025-05-29,53647.0,52375.0,1272.0,0.0,20910.0,6615.0,14295.0,0.0,14160.549,12888.549,1272.0,0.0,109.0,34.0,75.0,0.0,990.0,5.0,金融业,金融,0.05,手回集团,港股IPO打新中签结果.csv
2625.HK,151,2625.HK,江苏宏信,2025-03-28,9084.0,9077.0,7.0,0.0,14065.0,10065.0,4000.0,0.0,2490.9458,2483.9458,7.0,0.0,1463.0,122.0,1341.0,0.0,46.96,3.91,必需性消费,日常消费品,0.0391,江苏宏信,港股IPO打新中签结果.csv
2627.HK,114,2627.HK,中慧生物-B,2025-08-08,191879.0,180161.0,11718.0,0.0,51376.0,5515.0,45861.0,0.0,19045.2058,10118.3558,8926.85,0.0,39.0,29.0,10.0,0.0,4007.64,1.0,医疗保健业,医疗保健,0.01,中慧生物-B,港股IPO打新中签结果.csv
2629.HK,143,2629.HK,MIRXES-B,2025-05-22,21541.0,21436.0,105.0,0.0,110305.0,6495.0,103810.0,0.0,21021.624,20916.624,105.0,0.0,6074.0,90.0,5984.0,0.0,25.51,95.0,医疗保健业,医疗保健,0.95,MIRXES-B,港股IPO打新中签结果.csv
2630.HK,85,2630.HK,旺山旺水-B,2025-11-05,265188.0,244283.0,20905.0,0.0,33764.0,4915.0,28849.0,0.0,10298.6009,4780.2007,5518.4002,0.0,46.0,33.0,13.0,0.0,6238.42,1.68,医疗保健业,医疗保健,0.0168,旺山旺水-B,港股IPO打新中签结果.csv
2631.HK,112,2631.HK,天岳先进,2025-08-19,215519.0,204270.0,11249.0,0.0,56051.0,6115.0,49936.0,0.0,90772.7603,79523.7603,11249.0,0.0,114.0,31.0,83.0,0.0,2809.19,30.0,资讯科技业,信息技术,0.3,天岳先进,港股IPO打新中签结果.csv
2632.HK,19,2632.HK,泽景股份,2026-03-23,31183.0,31027.0,156.0,0.0,82481.0,12255.0,70226.0,0.0,14839.6268,14683.6268,156.0,0.0,1261.0,46.0,1215.0,0.0,68.89,30.0,非必需性消费,信息技术,0.3,泽景股份,港股IPO打新中签结果.csv
2635.HK,58,2635.HK,诺比侃,2025-12-22,33051.0,32605.0,446.0,0.0,24442.0,3255.0,21187.0,0.0,3849.4256,3403.4256,446.0,0.0,135.0,32.0,103.0,0.0,188.74,3.0,资讯科技业,信息技术,0.03,诺比侃,港股IPO打新中签结果.csv
2637.HK,94,2637.HK,海西新药,2025-10-17,316139.0,298721.0,17418.0,0.0,51755.0,4255.0,47500.0,0.0,22058.5884,11409.2284,10649.36,0.0,42.0,32.0,10.0,0.0,3165.1,1.0,医疗保健业,医疗保健,0.01,海西新药,港股IPO打新中签结果.csv
2643.HK,131,2643.HK,曹操出行,2025-06-24,25263.0,25174.0,89.0,0.0,37615.0,6115.0,31500.0,0.0,19398.8065,19309.8065,89.0,0.0,8642.0,385.0,8257.0,0.0,21.14,50.0,非必需性消费,信息技术,0.5,曹操出行,港股IPO打新中签结果.csv
2648.HK,122,2648.HK,安井食品,2025-07-03,32830.0,32333.0,497.0,0.0,107612.0,3415.0,104197.0,0.0,27728.092,27231.092,497.0,0.0,6301.0,186.0,6115.0,0.0,44.2,70.0,必需性消费,日常消费品,0.7,安井食品,港股IPO打新中签结果.csv
2649.HK,25,2649.HK,优乐赛共享,2026-03-06,162571.0,150874.0,11697.0,0.0,14689.0,3955.0,10734.0,0.0,3769.7822,2153.1572,1616.625,0.0,41.0,33.0,8.0,0.0,5297.23,0.04,工业,非日常生活消费品,0.0004,优乐赛共享,港股IPO打新中签结果.csv
2650.HK,97,2650.HK,挚达科技,2025-10-09,201807.0,184313.0,17494.0,0.0,27634.0,6655.0,20979.0,0.0,11489.059,6643.926,4845.133,0.0,44.0,36.0,8.0,0.0,5440.8,0.04,工业,非日常生活消费品,0.0004,挚达科技,港股IPO打新中签结果.csv
2651.HK,119,2651.HK,大众口腔,2025-07-08,35263.0,35180.0,83.0,0.0,37546.0,9615.0,27931.0,0.0,8701.6881,8618.6881,83.0,0.0,1062.0,45.0,1017.0,0.0,108.25,10.0,医疗保健业,医疗保健,0.1,大众口腔,港股IPO打新中签结果.csv
2652.HK,99,2652.HK,长风药业,2025-10-06,264209.0,242915.0,21294.0,0.0,19375.0,2455.0,16920.0,0.0,8292.4024,4318.6944,3973.708,0.0,39.0,30.0,9.0,0.0,6697.8,1.0,医疗保健业,医疗保健,0.01,长风药业,港股IPO打新中签结果.csv
2655.HK,68,2655.HK,果下科技,2025-12-15,161076.0,151327.0,9749.0,0.0,229842.0,18990.0,210852.0,0.0,161076.0,151327.0,9749.0,0.0,72.0,30.0,42.0,0.0,1890.73,10.0,工业,工业,0.1,果下科技,港股IPO打新中签结果.csv
2656.HK,106,2656.HK,健康160,2025-09-16,69550.0,67433.0,2117.0,0.0,31324.0,6595.0,24729.0,0.0,8872.5504,6755.5504,2117.0,0.0,58.0,33.0,25.0,0.0,751.77,8.0,医疗保健业,医疗保健,0.08,健康160,港股IPO打新中签结果.csv
2657.HK,52,2657.HK,林清轩,2025-12-29,169712.0,159642.0,10070.0,0.0,66221.0,5455.0,60766.0,0.0,24096.8194,14026.8194,10070.0,0.0,46.0,33.0,13.0,0.0,1235.81,2.0,医疗保健业,日常消费品,0.02,林清轩,港股IPO打新中签结果.csv
2658.HK,74,2658.HK,天域半导体,2025-12-04,45511.0,45019.0,492.0,0.0,150325.0,8455.0,141870.0,0.0,15388.6317,14896.6317,492.0,0.0,2016.0,110.0,1906.0,0.0,60.63,10.0,资讯科技业,信息技术,0.1,天域半导体,港股IPO打新中签结果.csv
2659.HK,70,2659.HK,宝济药业-B,2025-12-09,282687.0,262059.0,20628.0,0.0,106571.0,25071.0,81500.0,0.0,37883.6127,20650.0127,17233.6,0.0,44.0,33.0,11.0,0.0,3526.34,7.0,医疗保健业,医疗保健,0.07,宝济药业-B,港股IPO打新中签结果.csv
2661.HK,59,2661.HK,轻松健康,2025-12-22,111894.0,106191.0,5703.0,0.0,55400.0,3265.0,52135.0,0.0,12359.7326,6656.7326,5703.0,0.0,40.0,25.0,15.0,0.0,1421.47,6.0,非必需性消费,金融,0.06,轻松健康,港股IPO打新中签结果.csv
2670.HK,95,2670.HK,云迹,2025-10-15,260092.0,248480.0,11612.0,0.0,20905.0,4255.0,16650.0,0.0,24772.7427,13734.2827,11038.46,0.0,40.0,32.0,8.0,0.0,5657.2,3.0,资讯科技业,工业,0.03,云迹,港股IPO打新中签结果.csv
2671.HK,53,2671.HK,美联股份,2025-12-29,53657.0,53443.0,214.0,0.0,30515.0,10215.0,20300.0,0.0,3029.0513,2815.0513,214.0,0.0,231.0,68.0,163.0,0.0,146.25,0.75,地产建筑业,工业,0.0075,美联股份,港股IPO打新中签结果.csv
2675.HK,49,2675.HK,精锋医疗-B,2026-01-07,196179.0,189777.0,6402.0,0.0,73976.0,6115.0,67861.0,0.0,19930.1026,13528.1026,6402.0,0.0,59.0,32.0,27.0,0.0,1091.94,0.5,医疗保健业,医疗保健,0.005,精锋医疗-B,港股IPO打新中签结果.csv
2676.HK,71,2676.HK,纳芯微,2025-12-05,21942.0,21743.0,199.0,0.0,38115.0,1615.0,36500.0,0.0,4822.4407,4623.4407,199.0,0.0,1460.0,67.0,1393.0,0.0,25.33,4.32,资讯科技业,信息技术,0.0432,纳芯微,港股IPO打新中签结果.csv
2677.HK,34,2677.HK,卓正医疗,2026-02-05,147844.0,140545.0,7299.0,0.0,20005.0,6855.0,13150.0,0.0,9117.0663,4797.5713,4319.495,0.0,39.0,34.0,5.0,0.0,2730.73,1.0,医疗保健业,医疗保健,0.01,卓正医疗,港股IPO打新中签结果.csv
2685.HK,78,2685.HK,量化派,2025-11-26,159327.0,146963.0,12364.0,0.0,18380.0,13310.0,5070.0,0.0,159327.0,146963.0,12364.0,0.0,40.0,38.0,2.0,0.0,9366.28,0.6,非必需性消费,通讯业务,0.006,量化派,港股IPO打新中签结果.csv
2687.HK,72,2687.HK,卓越睿新,2025-12-05,135193.0,122759.0,12434.0,0.0,22648.0,3415.0,19233.0,0.0,6665.9924,3859.8438,2806.1486,0.0,40.0,29.0,11.0,0.0,4813.4,1.0,资讯科技业,信息技术,0.01,卓越睿新,港股IPO打新中签结果.csv
2691.HK,63,2691.HK,南华期货股份,2025-12-19,7479.0,7474.0,5.0,0.0,10255.0,2455.0,7800.0,0.0,6042.8632,6037.8632,5.0,0.0,9535.0,1735.0,7800.0,0.0,1.91,74.64,金融业,金融,0.7464,南华期货股份,港股IPO打新中签结果.csv
2692.HK,26,2692.HK,兆威机电,2026-03-06,180292.0,160689.0,19603.0,0.0,96489.0,2715.0,93774.0,0.0,24154.2606,13497.5606,10656.7,0.0,57.0,28.0,29.0,0.0,1536.76,4.0,工业,非日常生活消费品,0.04,兆威机电,港股IPO打新中签结果.csv
2693.HK,76,2693.HK,金岩高岭新材,2025-12-02,171899.0,158143.0,13756.0,0.0,33770.0,10910.0,22860.0,0.0,171899.0,158143.0,13756.0,0.0,39.0,33.0,6.0,0.0,6876.17,0.03,原材料业,原材料,0.0003,金岩高岭新材,港股IPO打新中签结果.csv
2695.HK,64,2695.HK,印象大红袍,2025-12-19,114610.0,109770.0,4840.0,0.0,12120.0,7315.0,4805.0,0.0,3418.1577,1806.3497,1611.808,0.0,36.0,33.0,3.0,0.0,3397.48,0.8,非必需性消费,非日常生活消费品,0.008,印象大红袍,港股IPO打新中签结果.csv
2698.HK,81,2698.HK,乐舒适,2025-11-07,294053.0,270534.0,23519.0,0.0,135236.0,3015.0,132221.0,0.0,40757.9174,22399.8674,18358.05,0.0,51.0,27.0,24.0,0.0,1813.77,1.0,必需性消费,日常消费品,0.01,乐舒适,港股IPO打新中签结果.csv
