security_key,number,code,name,allotment_result_date,ballot_applications_total_raw,ballot_applications_a_raw,ballot_applications_b_raw,ballot_applications_other_raw,ballot_valid_applications_total_raw,ballot_valid_applications_a_raw,ballot_valid_applications_b_raw,ballot_valid_applications_other_raw,ballot_subscription_total_raw,ballot_subscription_a_raw,ballot_subscription_b_raw,ballot_subscription_other_raw,ballot_success_total_raw,ballot_success_a_raw,ballot_success_b_raw,ballot_success_other_raw,public_subscription_multiple,one_lot_success_rate_pct_input,industry,sub_industry,one_lot_success_rate,issuer_name,source_files
2701.HK,21,2701.HK,国民技术,2026-03-20,56547.0,55591.0,956.0,0.0,98765.0,7515.0,91250.0,0.0,24386.0535,23430.0535,956.0,0.0,500.0,30.0,470.0,0.0,131.83,30.0,资讯科技业,信息技术,0.3,国民技术,港股IPO打新中签结果.csv
2706.HK,28,2706.HK,海致科技集团,2026-02-12,232258.0,205872.0,26386.0,0.0,55023.0,3015.0,52008.0,0.0,12976.2888,7052.5284,5923.7604,0.0,40.0,27.0,13.0,0.0,5065.06,0.06,资讯科技业,信息技术,0.0006,海致科技集团,港股IPO打新中签结果.csv
2714.HK,35,2714.HK,牧原股份,2026-02-05,21268.0,21187.0,81.0,0.0,238091.0,6115.0,231976.0,0.0,21268.0,21187.0,81.0,0.0,26958.0,1972.0,24986.0,0.0,5.88,100.0,必需性消费,日常消费品,1.0,牧原股份,港股IPO打新中签结果.csv
2715.HK,27,2715.HK,埃斯顿,2026-03-06,27190.0,27052.0,138.0,0.0,86710.0,4015.0,82695.0,0.0,6800.1203,6662.1203,138.0,0.0,4675.0,191.0,4484.0,0.0,19.67,4.99,工业,工业,0.0499,埃斯顿,港股IPO打新中签结果.csv
2718.HK,87,2718.HK,明略科技-W,2025-10-31,283629.0,259920.0,23709.0,0.0,46639.0,2865.0,43774.0,0.0,18068.912,8913.634,9155.278,0.0,40.0,28.0,12.0,0.0,4452.86,1.0,资讯科技业,信息技术,0.01,明略科技-W,港股IPO打新中签结果.csv
2720.HK,32,2720.HK,乐欣户外,2026-02-09,111036.0,101646.0,9390.0,0.0,17475.0,3255.0,14220.0,0.0,5919.2673,2783.0113,3136.256,0.0,39.0,31.0,8.0,0.0,3654.23,1.0,非必需性消费,非日常生活消费品,0.01,乐欣户外,港股IPO打新中签结果.csv
2726.HK,16,2726.HK,瀚天天成,2026-03-27,45084.0,44757.0,327.0,0.0,115747.0,4255.0,111492.0,0.0,13258.4119,12931.4119,327.0,0.0,1438.0,81.0,1357.0,0.0,50.66,20.0,资讯科技业,信息技术,0.2,瀚天天成,港股IPO打新中签结果.csv
2729.HK,20,2729.HK,凯乐士科技,2026-03-23,107253.0,97501.0,9752.0,0.0,60214.0,4015.0,56199.0,0.0,17657.9173,9484.0673,8173.85,0.0,40.0,28.0,12.0,0.0,2153.26,5.0,资讯科技业,信息技术,0.05,凯乐士科技,港股IPO打新中签结果.csv
2768.HK,37,2768.HK,国恩科技,2026-02-03,171047.0,154503.0,16544.0,0.0,69085.0,3585.0,65500.0,0.0,14476.7979,7424.2979,7052.5,0.0,45.0,27.0,18.0,0.0,2251.85,2.0,原材料业,原材料,0.02,国恩科技,港股IPO打新中签结果.csv
2788.HK,79,2788.HK,创新实业,2025-11-21,145228.0,132968.0,12260.0,0.0,210255.0,3255.0,207000.0,0.0,51851.9357,39591.9357,12260.0,0.0,158.0,33.0,125.0,0.0,447.2,10.0,原材料业,原材料,0.1,创新实业,港股IPO打新中签结果.csv
2865.HK,147,2865.HK,钧达股份,2025-05-07,9151.0,9137.0,14.0,0.0,50115.0,6115.0,44000.0,0.0,4988.2328,4974.2328,14.0,0.0,18179.0,1369.0,16810.0,0.0,3.5,23.84,工业,信息技术,0.2384,钧达股份,港股IPO打新中签结果.csv
2881.HK,209,2881.HK,武汉有机,2024-06-17,13111.0,12610.0,501.0,0.0,12685.0,6655.0,6030.0,0.0,3417.9632,2916.9632,501.0,0.0,66.0,39.0,27.0,0.0,337.57,5.01,原材料业,原材料,0.0501,武汉有机,港股IPO打新中签结果.csv
2889.HK,102,2889.HK,博泰车联,2025-09-29,108368.0,105110.0,3258.0,0.0,101107.0,7515.0,93592.0,0.0,18063.103,14805.103,3258.0,0.0,169.0,36.0,133.0,0.0,529.79,0.26,非必需性消费,信息技术,0.0026,博泰车联,港股IPO打新中签结果.csv
2898.HK,218,2898.HK,盛禾生物-B,2024-05-23,7451.0,7430.0,21.0,0.0,12515.0,8015.0,4500.0,0.0,2921.9895,2900.9895,21.0,0.0,1397.0,515.0,882.0,0.0,10.08,7.82,医疗保健业,医疗保健,0.0782,盛禾生物-B,港股IPO打新中签结果.csv
3200.HK,36,3200.HK,大族数控,2026-02-05,159985.0,146253.0,13732.0,0.0,120341.0,2115.0,118226.0,0.0,39014.0992,25282.0992,13732.0,0.0,78.0,27.0,51.0,0.0,446.39,10.0,工业,信息技术,0.1,大族数控,港股IPO打新中签结果.csv
3268.HK,24,3268.HK,美格智能,2026-03-09,57965.0,57033.0,932.0,0.0,105115.0,6115.0,99000.0,0.0,15507.6295,14575.6295,932.0,0.0,456.0,38.0,418.0,0.0,174.12,5.0,资讯科技业,信息技术,0.05,美格智能,港股IPO打新中签结果.csv
3277.HK,10,3277.HK,长光辰芯,2026-04-16,266501.0,253633.0,12868.0,0.0,112762.0,6115.0,106647.0,0.0,45814.9032,32946.9032,12868.0,0.0,71.0,32.0,39.0,0.0,1138.21,1.0,工业,信息技术,0.01,长光辰芯,港股IPO打新中签结果.csv
3288.HK,135,3288.HK,海天味业,2025-06-18,379668.0,356998.0,22670.0,0.0,409086.0,6115.0,402971.0,0.0,172089.4185,149419.4185,22670.0,0.0,574.0,54.0,520.0,0.0,918.15,5.0,必需性消费,日常消费品,0.05,海天味业,港股IPO打新中签结果.csv
3296.HK,7,3296.HK,华勤技术,2026-04-22,140150.0,126765.0,13385.0,0.0,149389.0,2715.0,146674.0,0.0,42575.8096,29190.8096,13385.0,0.0,118.0,28.0,90.0,0.0,531.33,12.0,资讯科技业,信息技术,0.12,华勤技术,港股IPO打新中签结果.csv
3317.HK,54,3317.HK,迅策,2025-12-29,9730.0,9696.0,34.0,0.0,29965.0,3515.0,26450.0,0.0,3189.7676,3155.7676,34.0,0.0,4713.0,401.0,4312.0,0.0,7.24,12.78,资讯科技业,信息技术,0.1278,迅策,港股IPO打新中签结果.csv
3355.HK,17,3355.HK,飞速创新,2026-03-27,11492.0,0.0,11492.0,0.0,74000.0,0.0,74000.0,0.0,11492.0,0.0,11492.0,0.0,18.0,0.0,18.0,0.0,1579.71,1.0,资讯科技业,信息技术,0.01,飞速创新,港股IPO打新中签结果.csv
3378.HK,60,3378.HK,翰思艾泰-B,2025-12-22,139704.0,128426.0,11278.0,0.0,50275.0,6115.0,44160.0,0.0,17580.3286,9015.7446,8564.584,0.0,40.0,32.0,8.0,0.0,3074.09,1.0,医疗保健业,医疗保健,0.01,翰思艾泰-B,港股IPO打新中签结果.csv
3625.HK,13,3625.HK,傅里叶,2026-03-30,118537.0,111790.0,6747.0,0.0,23115.0,6115.0,17000.0,0.0,18467.533,11720.533,6747.0,0.0,44.0,32.0,12.0,0.0,3118.43,5.0,资讯科技业,信息技术,0.05,傅里叶,港股IPO打新中签结果.csv
3636.HK,46,3636.HK,金浔资源,2026-01-08,64456.0,63574.0,882.0,0.0,62571.0,5380.0,57191.0,0.0,64456.0,63574.0,882.0,0.0,301.0,40.0,261.0,0.0,143.46,7.0,原材料业,原材料,0.07,金浔资源,港股IPO打新中签结果.csv
3677.HK,150,3677.HK,正力新能,2025-04-11,5998.0,5992.0,6.0,0.0,41999.0,7245.0,34754.0,0.0,5998.0,5992.0,6.0,0.0,10285.0,917.0,9368.0,0.0,3.51,100.0,工业,信息技术,1.0,正力新能,港股IPO打新中签结果.csv
3696.HK,55,3696.HK,英矽智能,2025-12-29,221926.0,206081.0,15845.0,0.0,31724.0,1855.0,29869.0,0.0,18145.2571,9522.9771,8622.28,0.0,43.0,29.0,14.0,0.0,1427.37,1.0,医疗保健业,医疗保健,0.01,英矽智能,港股IPO打新中签结果.csv
3750.HK,144,3750.HK,宁德时代,2025-05-19,310827.0,291778.0,19049.0,0.0,234205.0,595.0,233610.0,0.0,69886.6246,50837.6246,19049.0,0.0,1198.0,19.0,1179.0,0.0,151.15,10.0,工业,信息技术,0.1,宁德时代,港股IPO打新中签结果.csv
3858.HK,110,3858.HK,佳鑫国际资源,2025-08-27,164446.0,149942.0,14504.0,0.0,93841.0,3865.0,89976.0,0.0,24968.0118,13729.6618,11238.35,0.0,50.0,29.0,21.0,0.0,2041.62,1.0,原材料业,原材料,0.01,佳鑫国际资源,港股IPO打新中签结果.csv
3880.HK,124,3880.HK,泰德医药,2025-06-27,70338.0,69673.0,665.0,0.0,53515.0,7615.0,45900.0,0.0,38688.2532,38023.2532,665.0,0.0,930.0,46.0,884.0,0.0,301.15,50.0,医疗保健业,医疗保健,0.5,泰德医药,港股IPO打新中签结果.csv
3881.HK,66,3881.HK,希迪智驾,2025-12-18,17353.0,17277.0,76.0,0.0,76635.0,6115.0,70520.0,0.0,12473.012,12397.012,76.0,0.0,6395.0,260.0,6135.0,0.0,22.55,50.0,工业,信息技术,0.5,希迪智驾,港股IPO打新中签结果.csv
3887.HK,67,3887.HK,HASHKEY HLDGS,2025-12-16,88592.0,84984.0,3608.0,0.0,180186.0,8365.0,171821.0,0.0,29796.0625,26188.0625,3608.0,0.0,264.0,34.0,230.0,0.0,393.71,10.0,金融业,金融,0.1,HASHKEY HLDGS,港股IPO打新中签结果.csv
3986.HK,42,3986.HK,兆易创新,2026-01-12,148419.0,135727.0,12692.0,0.0,86573.0,1215.0,85358.0,0.0,25841.5078,14448.6078,11392.9,0.0,71.0,25.0,46.0,0.0,542.22,2.0,资讯科技业,信息技术,0.02,兆易创新,港股IPO打新中签结果.csv
6031.HK,89,6031.HK,三一重工,2025-10-27,115863.0,113392.0,2471.0,0.0,545121.0,4015.0,541106.0,0.0,81770.1422,79299.1422,2471.0,0.0,6780.0,89.0,6691.0,0.0,52.93,50.0,工业,工业,0.5,三一重工,港股IPO打新中签结果.csv
6082.HK,51,6082.HK,壁仞科技,2025-12-31,471116.0,441861.0,29255.0,0.0,130977.0,4015.0,126962.0,0.0,135523.7043,106268.7043,29255.0,0.0,106.0,29.0,77.0,0.0,2347.53,5.0,资讯科技业,信息技术,0.05,壁仞科技,港股IPO打新中签结果.csv
6086.HK,201,6086.HK,方舟健客,2024-07-08,4371.0,4368.0,3.0,0.0,10821.0,7041.0,3780.0,0.0,4371.0,4368.0,3.0,0.0,4327.0,1868.0,2459.0,0.0,16.63,40.04,医疗保健业,日常消费品,0.4004,方舟健客,港股IPO打新中签结果.csv
6090.HK,104,6090.HK,不同集团,2025-09-22,154400.0,141789.0,12611.0,0.0,33105.0,3415.0,29690.0,0.0,10379.4747,5292.9747,5086.5,0.0,40.0,29.0,11.0,0.0,3317.47,1.0,非必需性消费,非日常生活消费品,0.01,不同集团,港股IPO打新中签结果.csv
6166.HK,90,6166.HK,剑桥科技,2025-10-27,206461.0,199662.0,6799.0,0.0,227265.0,6855.0,220410.0,0.0,55146.2908,48347.2908,6799.0,0.0,392.0,42.0,350.0,0.0,338.7,5.0,资讯科技业,通讯业务,0.05,剑桥科技,港股IPO打新中签结果.csv
6168.HK,129,6168.HK,周六福,2025-06-25,126409.0,123062.0,3347.0,0.0,98519.0,8115.0,90404.0,0.0,39559.4199,36212.4199,3347.0,0.0,636.0,79.0,557.0,0.0,711.11,0.82,非必需性消费,非日常生活消费品,0.008199999999999999,周六福,港股IPO打新中签结果.csv
6181.HK,208,6181.HK,老铺黄金,2024-06-27,42474.0,39087.0,3387.0,0.0,133182.0,12230.0,120952.0,0.0,42474.0,39087.0,3387.0,0.0,932.0,216.0,716.0,0.0,582.15,3.39,非必需性消费,非日常生活消费品,0.0339,老铺黄金,港股IPO打新中签结果.csv
6600.HK,56,6600.HK,卧安机器人,2025-12-29,89935.0,87022.0,2913.0,0.0,71226.0,2715.0,68511.0,0.0,13733.7442,10820.7442,2913.0,0.0,235.0,28.0,207.0,0.0,254.5,7.0,非必需性消费,非日常生活消费品,0.07,卧安机器人,港股IPO打新中签结果.csv
6603.HK,125,6603.HK,IFBH,2025-06-27,236078.0,215863.0,20215.0,0.0,70061.0,3015.0,67046.0,0.0,72216.0227,52001.0227,20215.0,0.0,80.0,27.0,53.0,0.0,2682.35,10.0,必需性消费,日常消费品,0.1,IFBH,港股IPO打新中签结果.csv
6613.HK,120,6613.HK,蓝思科技,2025-07-08,229080.0,221394.0,7686.0,0.0,357886.0,4515.0,353371.0,0.0,161996.5517,154310.5517,7686.0,0.0,2343.0,46.0,2297.0,0.0,462.76,20.0,工业,信息技术,0.2,蓝思科技,港股IPO打新中签结果.csv
6636.HK,18,6636.HK,极视角,2026-03-27,159089.0,150118.0,8971.0,0.0,30495.0,12255.0,18240.0,0.0,33740.033,24769.033,8971.0,0.0,47.0,37.0,10.0,0.0,4591.37,10.0,资讯科技业,信息技术,0.1,极视角,港股IPO打新中签结果.csv
6651.HK,57,6651.HK,五一视界,2025-12-29,44502.0,43820.0,682.0,0.0,24012.0,5115.0,18897.0,0.0,10513.6006,9831.6006,682.0,0.0,300.0,48.0,252.0,0.0,256.01,10.0,资讯科技业,信息技术,0.1,五一视界,港股IPO打新中签结果.csv
6656.HK,11,6656.HK,思格新能,2026-04-15,202730.0,179452.0,23278.0,0.0,32902.0,715.0,32187.0,0.0,13474.7027,6775.6927,6699.01,0.0,38.0,23.0,15.0,0.0,1102.05,2.0,工业,工业,0.02,思格新能,港股IPO打新中签结果.csv
6657.HK,202,6657.HK,百望股份,2024-07-08,3809.0,3804.0,5.0,0.0,9215.0,5215.0,4000.0,0.0,2337.9747,2332.9747,5.0,0.0,2445.0,268.0,2177.0,0.0,6.58,40.01,资讯科技业,信息技术,0.40009999999999996,百望股份,港股IPO打新中签结果.csv
6681.HK,165,6681.HK,脑动极光-B,2025-01-07,10891.0,10878.0,13.0,0.0,18215.0,5215.0,13000.0,0.0,7467.9263,7454.9263,13.0,0.0,3318.0,55.0,3263.0,0.0,11.39,50.01,医疗保健业,医疗保健,0.5001,脑动极光-B,港股IPO打新中签结果.csv
6687.HK,93,6687.HK,聚水潭,2025-10-20,386815.0,365172.0,21643.0,0.0,99198.0,6115.0,93083.0,0.0,48497.7878,31085.4878,17412.3,0.0,59.0,32.0,27.0,0.0,1952.95,0.13,资讯科技业,信息技术,0.0013,聚水潭,港股IPO打新中签结果.csv
6693.HK,155,6693.HK,赤峰黄金,2025-03-07,29964.0,29872.0,92.0,0.0,85015.0,5515.0,79500.0,0.0,19625.0867,19533.0867,92.0,0.0,13012.0,194.0,12818.0,0.0,9.53,28.0,原材料业,原材料,0.28,赤峰黄金,港股IPO打新中签结果.csv
6809.HK,33,6809.HK,澜起科技,2026-02-06,260646.0,232844.0,27802.0,0.0,153060.0,1615.0,151445.0,0.0,56750.4215,32942.6915,23807.73,0.0,106.0,26.0,80.0,0.0,707.3,5.0,资讯科技业,信息技术,0.05,澜起科技,港股IPO打新中签结果.csv
6810.HK,4,6810.HK,商米科技-W,2026-04-28,204939.0,193590.0,11349.0,0.0,105428.0,6615.0,98813.0,0.0,33070.7594,21721.7594,11349.0,0.0,55.0,30.0,25.0,0.0,2003.16,5.0,资讯科技业,信息技术,0.05,商米科技-W,港股IPO打新中签结果.csv
6831.HK,145,6831.HK,绿茶集团,2025-05-15,98482.0,95708.0,2774.0,0.0,103510.0,6465.0,97045.0,0.0,71751.4014,68977.4014,2774.0,0.0,1042.0,57.0,985.0,0.0,317.54,40.0,非必需性消费,非日常生活消费品,0.4,绿茶集团,港股IPO打新中签结果.csv
6883.HK,127,6883.HK,颖通控股,2025-06-26,31796.0,31678.0,118.0,0.0,64200.0,11530.0,52670.0,0.0,31796.0,31678.0,118.0,0.0,8367.0,608.0,7759.0,0.0,35.84,10.0,医疗保健业,日常消费品,0.1,颖通控股,港股IPO打新中签结果.csv
6936.HK,178,6936.HK,顺丰控股,2024-11-26,82574.0,81205.0,1369.0,0.0,170390.0,3015.0,167375.0,0.0,47246.1928,45877.1928,1369.0,0.0,3392.0,63.0,3329.0,0.0,79.07,20.0,工业,工业,0.2,顺丰控股,港股IPO打新中签结果.csv
6938.HK,47,6938.HK,瑞博生物-B,2026-01-08,42771.0,41829.0,942.0,0.0,40637.0,2065.0,38572.0,0.0,5365.497,4423.497,942.0,0.0,311.0,42.0,269.0,0.0,101.06,1.71,医疗保健业,医疗保健,0.0171,瑞博生物-B,港股IPO打新中签结果.csv
6959.HK,234,6959.HK,长久股份,2024-01-08,2510.0,2481.0,29.0,0.0,17309.0,5455.0,11854.0,0.0,1695.951,1666.951,29.0,0.0,1441.0,282.0,1159.0,0.0,11.67,20.12,非必需性消费,信息技术,0.20120000000000002,长久股份,港股IPO打新中签结果.csv
6960.HK,111,6960.HK,双登股份,2025-08-25,217990.0,197912.0,20078.0,0.0,25111.0,2455.0,22656.0,0.0,12886.3902,6071.8302,6814.56,0.0,40.0,30.0,10.0,0.0,3876.25,0.06,工业,信息技术,0.0006,双登股份,港股IPO打新中签结果.csv
6980.HK,91,6980.HK,八马茶业,2025-10-27,168027.0,162764.0,5263.0,0.0,27115.0,6115.0,21000.0,0.0,8361.449,4431.149,3930.3,0.0,39.0,32.0,7.0,0.0,2680.04,0.8,必需性消费,日常消费品,0.008,八马茶业,港股IPO打新中签结果.csv
7618.HK,69,7618.HK,京东工业,2025-12-10,72234.0,71515.0,719.0,0.0,302817.0,5515.0,297302.0,0.0,39170.5201,38451.5201,719.0,0.0,3154.0,56.0,3098.0,0.0,60.52,35.0,工业,工业,0.35,京东工业,港股IPO打新中签结果.csv
8529.HK,214,8529.HK,优博控股,2024-05-31,38849.0,37670.0,1179.0,0.0,16060.0,11310.0,4750.0,0.0,5110.8221,3931.8221,1179.0,0.0,51.0,42.0,9.0,0.0,2503.03,0.2,资讯科技业,信息技术,0.002,优博控股,港股IPO打新中签结果.csv
8549.HK,98,8549.HK,金叶国际集团,2025-10-09,168066.0,168066.0,0.0,0.0,14655.0,14655.0,0.0,0.0,3044.1571,3044.1571,0.0,0.0,41.0,41.0,0.0,0.0,11464.72,0.5,地产建筑业,工业,0.005,金叶国际集团,港股IPO打新中签结果.csv
8610.HK,43,8610.HK,BBSB INTL,2026-01-12,145089.0,138549.0,6540.0,0.0,15555.0,9930.0,5625.0,0.0,3390.6125,1417.05,1973.5625,0.0,37.0,35.0,2.0,0.0,10745.13,0.05,地产建筑业,工业,0.0005,BBSB INTL,港股IPO打新中签结果.csv
8629.HK,192,8629.HK,集信国控,2024-09-05,2480.0,2476.0,4.0,0.0,5173.0,4155.0,1018.0,0.0,844.1302,840.1302,4.0,0.0,332.0,78.0,254.0,0.0,14.33,10.06,地产建筑业,工业,0.10060000000000001,集信国控,港股IPO打新中签结果.csv
8637.HK,205,8637.HK,元续科技,2024-06-28,30583.0,29235.0,1348.0,0.0,37030.0,25130.0,11900.0,0.0,30583.0,29235.0,1348.0,0.0,88.0,70.0,18.0,0.0,2480.61,3.01,资讯科技业,信息技术,0.0301,元续科技,港股IPO打新中签结果.csv
9606.HK,149,9606.HK,映恩生物-B,2025-04-14,26857.0,25720.0,1137.0,0.0,52651.0,1615.0,51036.0,0.0,24799.9908,23662.9908,1137.0,0.0,1798.0,50.0,1748.0,0.0,115.14,80.01,医疗保健业,医疗保健,0.8001,映恩生物-B,港股IPO打新中签结果.csv
9609.HK,77,9609.HK,海伟股份,2025-11-27,165803.0,151135.0,14668.0,0.0,43723.0,5515.0,38208.0,0.0,18306.1223,8972.5519,9333.5704,0.0,38.0,29.0,9.0,0.0,5426.27,1.0,工业,信息技术,0.01,海伟股份,港股IPO打新中签结果.csv
9611.HK,40,9611.HK,龙旗科技,2026-01-21,145096.0,134255.0,10841.0,0.0,121125.0,5995.0,115130.0,0.0,29558.944,18717.944,10841.0,0.0,87.0,29.0,58.0,0.0,1149.76,0.2,资讯科技业,信息技术,0.002,龙旗科技,港股IPO打新中签结果.csv
9639.HK,188,9639.HK,荣利营造,2024-10-08,14898.0,14821.0,77.0,0.0,16955.0,5455.0,11500.0,0.0,7912.0202,7835.0202,77.0,0.0,1117.0,70.0,1047.0,0.0,120.6,25.0,地产建筑业,工业,0.25,荣利营造,港股IPO打新中签结果.csv
9660.HK,185,9660.HK,地平线机器人-W,2024-10-23,28115.0,27095.0,1020.0,0.0,313041.0,10365.0,302676.0,0.0,28115.0,27095.0,1020.0,0.0,11295.0,319.0,10976.0,0.0,33.83,100.0,资讯科技业,非日常生活消费品,1.0,地平线机器人-W,港股IPO打新中签结果.csv
9678.HK,126,9678.HK,云知声,2025-06-27,25483.0,25390.0,93.0,0.0,19917.0,7015.0,12902.0,0.0,8445.9741,8352.9741,93.0,0.0,1167.0,134.0,1033.0,0.0,91.66,10.01,资讯科技业,信息技术,0.1001,云知声,港股IPO打新中签结果.csv
9680.HK,200,9680.HK,如祺出行,2024-07-09,1467.0,1465.0,2.0,0.0,4715.0,2715.0,2000.0,0.0,1467.0,1465.0,2.0,0.0,4715.0,2715.0,2000.0,0.0,0.6,100.0,非必需性消费,信息技术,1.0,如祺出行,港股IPO打新中签结果.csv
9879.HK,227,9879.HK,米高集团,2024-03-20,7793.0,7768.0,25.0,0.0,55995.0,5995.0,50000.0,0.0,5351.902,5326.902,25.0,0.0,6155.0,255.0,5900.0,0.0,9.79,30.02,原材料业,原材料,0.3002,米高集团,港股IPO打新中签结果.csv
9881.HK,138,9881.HK,容大科技,2025-06-09,26751.0,26387.0,364.0,0.0,20590.0,6510.0,14080.0,0.0,26751.0,26387.0,364.0,0.0,106.0,31.0,75.0,0.0,275.96,6.01,资讯科技业,信息技术,0.0601,容大科技,港股IPO打新中签结果.csv
9887.HK,115,9887.HK,维立志博-B,2025-07-24,323706.0,303298.0,20408.0,0.0,91142.0,6115.0,85027.0,0.0,73332.8297,52924.8297,20408.0,0.0,109.0,35.0,74.0,0.0,3494.78,0.27,医疗保健业,医疗保健,0.0027,维立志博-B,港股IPO打新中签结果.csv
9903.HK,50,9903.HK,天数智芯,2026-01-07,180802.0,171067.0,9735.0,0.0,83831.0,1215.0,82616.0,0.0,22460.3999,12725.3999,9735.0,0.0,43.0,25.0,18.0,0.0,414.24,7.0,资讯科技业,信息技术,0.07,天数智芯,港股IPO打新中签结果.csv
9927.HK,86,9927.HK,赛力斯,2025-11-04,202321.0,194850.0,7471.0,0.0,200215.0,1215.0,199000.0,0.0,57929.0743,50458.0743,7471.0,0.0,954.0,25.0,929.0,0.0,132.68,10.0,非必需性消费,非日常生活消费品,0.1,赛力斯,港股IPO打新中签结果.csv
9973.HK,103,9973.HK,奇瑞汽车,2025-09-24,207928.0,194695.0,13233.0,0.0,448693.0,5995.0,442698.0,0.0,68748.296,55515.296,13233.0,0.0,1002.0,49.0,953.0,0.0,308.18,0.67,非必需性消费,非日常生活消费品,0.0067,奇瑞汽车,港股IPO打新中签结果.csv
9980.HK,38,9980.HK,东鹏饮料,2026-02-02,66692.0,64575.0,2117.0,0.0,73060.0,915.0,72145.0,0.0,20112.7746,17995.7746,2117.0,0.0,805.0,25.0,780.0,0.0,57.46,15.0,必需性消费,日常消费品,0.15,东鹏饮料,港股IPO打新中签结果.csv
9981.HK,29,9981.HK,沃尔核材,2026-02-12,141463.0,132491.0,8972.0,0.0,165012.0,4015.0,160997.0,0.0,31549.8691,22577.8691,8972.0,0.0,220.0,30.0,190.0,0.0,569.58,0.33,工业,信息技术,0.0033,沃尔核材,港股IPO打新中签结果.csv
